순번,업체명,선정년도,지방청,주소,전화번호,팩스번호,업종,기업규모,주생산품목,연구분야
919,지엔터프라이즈 주식회사,2019,서울,서울특별시 강남구 영동대로,02-546-0321,02-6969-9436,정보처리,중소기업,소프트웨어자문,
920,지원플레이그라운드㈜,2021,서울,서울특별시 서초구 강남대로47길,031-755-0615,031-629-5526,게임S/W,중소기업,게임소프트웨어제작업,
921,진진시스템(주),2001,서울,서울특별시 성동구 연무장5길,024475967,024475968,정보처리,중소기업,기타소프트웨어자문,
922,진흥전기(주),2015,서울,서울특별시 도봉구 덕릉로63길,02-1899-1948,02-998-0732,전기,중소기업,,
923,차봇모빌리티 주식회사,2021,서울,서울특별시 성동구 왕십리로,07042237046,05050910901,정보처리,중소기업,,
924,차이엑스 주식회사,2019,서울,서울특별시 성동구 성수이로20길,070-4047-5652,070-4324-3639,정보처리,중소기업,,
925,초이스테크닉스(주),2020,서울,서울특별시 금천구 가산디지털1로,07046801052,028621052,전기,중소기업,,
926,컴트리,2019,서울,서울특별시 금천구 가산디지털1로,028584582,028584583,통신기기,중소기업,,
927,케이씨넷,2021,서울,서울특별시 금천구 가산디지털1로,02-3447-2079,02-3447-4030,정보처리,중소기업,,
928,케이에스지티 주식회사,2014,서울,서울특별시 구로구 디지털로33길,02-6942-9409,02-6942-9410,기계,중소기업,,
929,케이웨더(주),1999,서울,서울특별시 구로구 디지털로26길,02-360-2200,02-360-2288,정보처리,중소기업,해당사항없음,
930,케이투웹테크(주),2020,서울,서울특별시 금천구 가마산로,070-4341-3007,025775573,정보처리,중소기업,정보처리및기타컴퓨터운영관련업,
931,코드잇,2019,서울,서울특별시 중구 청계천로,026-242-0521,026-242-0521,정보처리,중소기업,,
932,코리아엑스퍼트(주),2012,서울,서울특별시 영등포구 양평로22길,02-782-5200,02--782--5203,정보처리,중소기업,,
933,코어시큐리티,2019,서울,서울특별시 송파구 법원로8길,02-3453-6630,02-6334-6630,정보처리,중소기업,,
934,코위버(주),2016,서울,서울특별시 강서구 마곡중앙8로7길,02-3140-3300,02-338-2984,통신기기,중소기업,,
935,코인원,2017,서울,서울특별시 영등포구 여의대로,026-105-7703,026-499-0264,정보처리,중소기업,,
936,코코네엠(주),2022,서울,서울특별시 강남구 학동로9길,01098329831,07082827771,정보처리,중소기업,,
937,쿨사인(주),2018,서울,서울특별시 구로구 디지털로27가길,02-6295-8061,02-6295-8044,통신기기,중소기업,,
938,클라우드브릭,2020,서울,서울특별시 영등포구 여의공원로,02-2125-5606,02-782-6476,정보처리,중소기업,,
939,탱커 주식회사,2018,서울,서울특별시 영등포구 국회대로70길,02--514--1008,0508-4845-1008,정보처리,중소기업,,
940,테이블매니저(주),2018,서울,서울특별시 성동구 성수이로20길,02-6952-4076,02-322-9864,정보처리,중소기업,,
941,트래볼루션,2019,서울,서울특별시 종로구 청계천로,0262641115,05042133525,정보처리,중소기업,,
942,티쓰리큐 주식회사,2021,서울,서울특별시 구로구 디지털로30길,0263447660,0263447661,정보처리,중소기업,,
943,팀42(주),2019,서울,서울특별시 마포구 새창로,02-6371-4200,,게임S/W,중소기업,,
944,팀블랙버드(주),2020,서울,서울특별시 영등포구 의사당대로,07078475316,0264557802,정보처리,중소기업,,
945,패킷플레이 주식회사,2021,서울,서울특별시 영등포구 선유로49길,07077755222,07077755222,정보처리,중소기업,,
946,퍼스트실리콘 (주),2022,서울,서울특별시 금천구 가산디지털1로,0234027464,0221084566,전기,중소기업,,
947,페이위드,2020,서울,서울특별시 금천구 가산디지털2로,010-4694-0301,000-000-0000,정보처리,중소기업,,
948,펜타시큐리티시스템(주),1998,서울,서울특별시 영등포구 여의공원로,02-2125-6687,02-786-5281,정보처리,중소기업,해당사항없음,
949,포인트닉스,2013,서울,서울특별시 구로구 디지털로,02-6480-0139,02--839--4973,의료의약,중소기업,,
950,퓨렌스(주),2013,서울,서울특별시 금천구 디지털로,02-6443-5600,02-6443-5605,정보처리,중소기업,,
951,플링크,2018,서울,서울특별시 관악구 남부순환로,02-871-1797,02-877-1797,정보처리,중소기업,,
952,피노텍,2015,서울,서울특별시 서초구 양재천로9길,02-522-3558,02-522-3559,정보처리,중소기업,,
953,핌즈(주),2020,서울,서울특별시 중랑구 신내역로3길,025211774,0260085388,정보처리,중견기업,,
954,핑거포스트,2019,서울,서울특별시 구로구 디지털로26길,070-4066-5901,02-6124-6050,정보처리,중소기업,,
955,하이버스,2017,서울,서울특별시 구로구 디지털로31길,02-6959-9052,02-6959-9331,전자,중소기업,,
956,하이퍼커넥트 유한책임회사,2015,서울,서울특별시 강남구 영동대로,010-3073-2453,025218812,정보처리,중소기업,,
957,하임시큐리티,2019,서울,서울특별시 강남구 테헤란로,02--567--2119,02--567--2119,정보처리,중소기업,,
958,한국뉴매틱(주),2022,서울,서울특별시 금천구 벚꽃로10길,0220273700,0280813,기계,중소기업,,
959,한국비즈넷(주),2000,서울,서울특별시 구로구 디지털로29길,02-855-2181,02-855-4213,정보처리,중소기업,해당사항없음,
960,한국쎄미텍(주),2020,서울,서울특별시 금천구 가산디지털2로,02-3281-1155,02-3281-3338,기계,중소기업,,
961,한빛디엔에스(주),2022,서울,서울특별시 강서구 양천로,023258115,023374669,에너지,중소기업,,
962,한솔코에버(주),2018,서울,서울특별시 금천구 가산디지털1로,02-859-7788,02-2026-2760,정보처리,중소기업,,
963,해창개발(주),1994,서울,서울특별시 서초구 효령로,02-423-4422,02--424--0582,국내건설,중소기업,해당사항없음,
964,해치랩스주식회사,2019,서울,서울특별시 강남구 봉은사로,070-7721-0918,02-6280-8956,정보처리,중소기업,,
965,핵클 주식회사,2021,서울,서울특별시 강남구 논현로75길,070-8018-2806,0504-065-9660,정보처리,중소기업,,
966,호디,2013,서울,서울특별시 마포구 마포대로4라길,070-4620-8000,070-4620-8088,정보처리,중소기업,,
967,호스트센터(주),2019,서울,서울특별시 서초구 법원로1길,02-6925-5045,02-591-1115,정보처리,중소기업,,
968,화인엠이씨(주),2016,서울,서울특별시 강서구 허준로,02-309-1882,02-376-1884,전자,중소기업,,
969,훼스텍(주),2020,서울,서울특별시 금천구 서부샛길,0221077800,0221077801,기계,중소기업,,
970,휴먼아이씨티,2020,서울,서울특별시 강남구 도곡로,02-532-4957,02-508-4957,정보처리,중소기업,,
971,휴멜로㈜,2020,서울,서울특별시 서초구 강남대로,070-8098-4249,0507-804-8761,정보처리,중소기업,,
